,Spectrum,Date,Time,"""NO (350,3000) 191C""","""NO (350,3000) 191C average""","""NO (350,3000) 191C stdev""",NO2 (150) 191C (1of2),NO2 (150) 191C (1of2) average,NO2 (150) 191C (1of2) stdev,NO2 (2000) 191C (2of2),NO2 (2000) 191C (2of2) average,NO2 (2000) 191C (2of2) stdev,"""N2O (100,200,300) 191C (1of2)""","""N2O (100,200,300) 191C (1of2) average""","""N2O (100,200,300) 191C (1of2) stdev""",NH3 (300) 191C (1of2),NH3 (300) 191C (1of2) average,NH3 (300) 191C (1of2) stdev,NH3 (3000) 191C (2of2),NH3 (3000) 191C (2of2) average,NH3 (3000) 191C (2of2) stdev,HNCO (400) 191C,HNCO (400) 191C average,HNCO (400) 191C stdev,H2O% (25) 191C,H2O% (25) 191C average,H2O% (25) 191C stdev,"""Formaldehyde (70,500) 191C""","""Formaldehyde (70,500) 191C average""","""Formaldehyde (70,500) 191C stdev""",CO2 low% (4) 191C (2of2),CO2 low% (4) 191C (2of2) average,CO2 low% (4) 191C (2of2) stdev,CO2% (20) 191C (1of2) R4,CO2% (20) 191C (1of2) R4 average,CO2% (20) 191C (1of2) R4 stdev,CO (500) 191C (1of3),CO (500) 191C (1of3) average,CO (500) 191C (1of3) stdev,CO% (1) 191C (2of3),CO% (1) 191C (2of3) average,CO% (1) 191C (2of3) stdev,"""Propylene (200,1000) 191C""","""Propylene (200,1000) 191C average""","""Propylene (200,1000) 191C stdev""",Diesel C1 (4500) 191C,Diesel C1 (4500) 191C average,Diesel C1 (4500) 191C stdev,"""Ethylene (100,3000) 191C""","""Ethylene (100,3000) 191C average""","""Ethylene (100,3000) 191C stdev""",CH4 (250) 191C (1of2),CH4 (250) 191C (1of2) average,CH4 (250) 191C (1of2) stdev,CH4 (3000) 191C (2of2),CH4 (3000) 191C (2of2) average,CH4 (3000) 191C (2of2) stdev,Ethane (1000) 191C,Ethane (1000) 191C average,Ethane (1000) 191C stdev,Acetylene (1000) 191C,Acetylene (1000) 191C average,Acetylene (1000) 191C stdev,HNO2 (20) 191C,HNO2 (20) 191C average,HNO2 (20) 191C stdev,N2O (1040) 191C (2of2),N2O (1040) 191C (2of2) average,N2O (1040) 191C (2of2) stdev,CO% (10) 191C (3of3),CO% (10) 191C (3of3) average,CO% (10) 191C (3of3) stdev,MeOH (1000) 191C,MeOH (1000) 191C average,MeOH (1000) 191C stdev,Formic Acid (100) 191C,Formic Acid (100) 191C average,Formic Acid (100) 191C stdev,SO2 (300) 191C,SO2 (300) 191C average,SO2 (300) 191C stdev,Temp (C),Temp (C) average,Temp (C) stdev,Pressure (Atm),Pressure (Atm) average,Pressure (Atm) stdev,NO2 autorange,NO2 autorange average,NO2 autorange stdev,CO autorange,CO autorange average,CO autorange stdev,CH4 autorange,CH4 autorange average,CH4 autorange stdev,NH3 autorange,NH3 autorange average,NH3 autorange stdev,NOx autorange,NOx autorange average,NOx autorange stdev,CO autorange dry,CO autorange dry average,CO autorange dry stdev,CO2% autorange dry,CO2% autorange dry average,CO2% autorange dry stdev,NO dry,NO dry average,NO dry stdev,NO2 autorange dry,NO2 autorange dry average,NO2 autorange dry stdev,NOx autorange dry,NOx autorange dry average,NOx autorange dry stdev,FIDeq THC ppmC,FIDeq THC ppmC average,FIDeq THC ppmC stdev,FIDeq NMHC ppmC,FIDeq NMHC ppmC average,FIDeq NMHC ppmC stdev,FIDeq NMNEHC ppmC,FIDeq NMNEHC ppmC average,FIDeq NMNEHC ppmC stdev,N2O autorange,N2O autorange average,N2O autorange stdev,CO2% autorange,CO2% autorange average,CO2% autorange stdev,FTIR NMHC ppmC,FTIR NMHC ppmC average,FTIR NMHC ppmC stdev,FTIR NMNEHC ppmC,FTIR NMNEHC ppmC average,FTIR NMNEHC ppmC stdev,Igram DC,Igram DC average,Igram DC stdev,Igram PP,Igram PP average,Igram PP stdev,phase Angle,phase Angle average,phase Angle stdev,laser PP,laser PP average,laser PP stdev,laser DC,laser DC average,laser DC stdev,Bad Scan counter,Bad Scan counter average,Bad Scan counter stdev,Centerburst Location,Centerburst Location average,Centerburst Location stdev,Linearizer Check,Linearizer Check average,Linearizer Check stdev,SNR 2500,SNR 2500 average,SNR 2500 stdev,sBeam @ 2500,sBeam @ 2500 average,sBeam @ 2500 stdev
80,TESTANMA_4238.LAB,6/3/2020,05:59.0,746.294159,746.792725,5.623038,27.120816,27.040081,0.106654,29.873046,29.54414,1.859722,0.592657,0.642446,0.122028,0.355398,0.21076,0.109914,0.864676,0.481358,0.552401,2.292255,0.556745,1.914319,3.976155,4.016088,0.032417,1.82076,1.597819,0.301596,8.123456,8.211439,0.1043,8.631126,8.637857,0.083685,152.650492,152.716171,0.846287,0.015027,0.014921,0.000252,-0.104754,-0.283032,0.788501,12.985356,12.447336,0.620969,1.934083,2.327246,0.260331,1.392533,1.420433,0.114724,-1.675882,-0.887224,1.321586,-0.156031,-0.550394,0.516024,1.198946,0.744365,0.934764,4.543724,2.955342,1.586365,-2.466192,-2.361273,0.638278,0.018492,0.021643,0.009546,0.326046,0.097397,0.332436,0.079772,0.074123,0.171028,1.293497,0.379389,1.056318,190.740738,190.740738,0,0.965303,0.966371,0.00076,27.120816,27.040081,0.106654,152.650492,152.716171,0.846287,1.392533,1.420433,0.114724,0.355398,0.21076,0.109914,777.958699,776.788147,6.348954,158.971525,159.105927,0.858475,8.988536,8.999266,0.085919,777.198448,778.040405,5.865089,28.24387,28.171438,0.10452,810.174249,809.290894,6.617643,25.003633,22.667194,3.387479,23.471847,21.104721,3.44524,23.783909,22.205509,3.19848,0.592657,0.642446,0.122028,8.631126,8.637857,0.083685,25.396542,22.766582,3.369045,25.708604,23.867369,2.999461,3.484927,3.485458,0.000444,5.261913,5.237113,0.016417,89.347176,89.331444,0.028483,6.340745,6.340745,0,-3.874725,-3.874725,0,0,0,0,563.254561,563.251404,0.005178,0.002334,0.002179,0.000249,342.229131,290.393646,36.757957,1.346151,1.342893,0.001892
81,TESTANMA_4239.LAB,6/3/2020,05:59.2,740.651549,744.341797,4.918786,26.824232,26.987976,0.13831,30.217963,29.545101,1.860155,0.406991,0.631978,0.142234,0.473697,0.249962,0.162247,0.842879,0.619936,0.535131,0.108527,0.801502,1.714952,4.005818,4.015722,0.032546,2.354935,1.797572,0.412057,8.056765,8.148695,0.074935,8.608209,8.605011,0.036688,152.702743,152.436127,0.370712,0.0149,0.014954,0.000231,-0.281712,-0.433364,0.672114,14.776606,13.062357,1.06306,2.103157,2.266187,0.272062,1.433407,1.454603,0.07425,-2.292019,-0.848341,1.264395,-0.577905,-0.667303,0.414503,0.860293,1.000323,0.675727,2.81805,3.217314,1.382721,-3.376562,-2.711868,0.612707,0.012466,0.016963,0.00585,-0.732919,0.007055,0.486654,0.215848,0.045226,0.112912,1.297712,0.902319,0.515205,190.740738,190.740738,0,0.965303,0.96605,0.000813,26.824232,26.987976,0.13831,152.702743,152.436127,0.370712,1.433407,1.454603,0.07425,0.473697,0.249962,0.162247,770.293831,774.547058,6.247137,159.075148,158.813583,0.344238,8.967436,8.965014,0.036176,771.558885,775.484131,5.177986,27.943529,28.117031,0.140442,802.437434,806.953003,6.546492,25.627179,23.371082,3.601087,24.050431,21.771017,3.666993,25.206241,23.105625,3.302458,0.406991,0.631978,0.142234,8.608209,8.605011,0.036688,25.712236,23.382355,3.611271,26.868047,24.716963,3.155408,3.484853,3.485218,0.000359,5.274935,5.247368,0.021224,89.347176,89.344582,0.005794,6.340745,6.340745,0,-3.874725,-3.874725,0,0,0,0,563.258789,563.254272,0.004177,0.002138,0.002252,0.000124,349.109985,305.140808,43.414337,1.348068,1.344207,0.002763
82,TESTANMA_4240.LAB,6/3/2020,05:59.4,745.739968,745.61261,4.065035,26.859673,26.957569,0.148149,29.896271,30.239466,0.673607,0.51681,0.582783,0.12745,0.169004,0.267792,0.142587,0.154708,0.515107,0.57085,-2.45361,-0.27912,1.725355,4.039881,4.023186,0.033048,1.933859,1.934914,0.274071,8.225402,8.171539,0.077989,8.614241,8.606956,0.036912,153.192202,152.581161,0.503791,0.014726,0.01484,0.000146,1.087065,-0.29802,0.910388,14.527867,13.59639,0.97352,2.119513,2.169539,0.198497,1.821305,1.534404,0.175811,1.733698,-0.267008,1.678286,-0.80491,-0.666849,0.414313,0.364127,0.661152,0.365074,1.041567,3.183643,1.444494,-1.292998,-2.303746,0.757537,0.017036,0.018153,0.004881,-0.379388,-0.119984,0.488389,-0.09925,0.019601,0.13069,0.092421,0.672173,0.578074,190.740738,190.740738,0,0.965303,0.965728,0.000698,26.859673,26.957569,0.148149,153.192202,152.581161,0.503791,1.821305,1.534404,0.175811,0.169004,0.267792,0.142587,773.641209,775.753784,5.037119,159.64152,158.977081,0.506394,8.976897,8.967738,0.036524,777.135134,776.868164,4.261056,27.990448,28.08753,0.150108,806.21102,808.272583,5.229583,28.005353,23.568808,3.868514,26.001917,21.880962,3.810392,27.611738,23.214661,3.470645,0.51681,0.582783,0.12745,8.614241,8.606956,0.036912,27.686499,23.623283,3.898512,29.296319,24.956982,3.503193,3.484449,3.484968,0.000374,5.257353,5.254524,0.015653,89.347176,89.347176,0,6.340745,6.340745,0,-3.874725,-3.874725,0,0,0,0,563.254417,563.253662,0.003778,0.002236,0.002252,0.000124,385.630106,331.620819,44.207077,1.346253,1.344995,0.002646
83,TESTANMA_4241.LAB,6/3/2020,05:59.6,752.439009,747.367493,4.83491,26.903669,26.965076,0.143224,29.340791,30.147568,0.772575,0.640979,0.578629,0.124537,0.167301,0.274286,0.135585,-1.135707,0.350334,0.895693,-3.51274,-0.800699,2.270019,4.014187,4.013654,0.025003,1.297512,1.873846,0.380075,8.312549,8.189071,0.099787,8.558444,8.609773,0.031007,153.431191,152.90892,0.380321,0.014379,0.014739,0.000247,1.426973,0.24832,0.972745,12.836079,13.569475,0.996728,2.087495,2.092118,0.101612,1.755477,1.56886,0.202605,2.379978,0.064087,2.045844,-0.147494,-0.440371,0.284639,0.240633,0.640662,0.38945,1.068319,2.795205,1.734679,-2.874818,-2.402646,0.801062,0.019964,0.018771,0.004874,-0.760819,-0.224253,0.569238,-0.136934,-0.005157,0.1489,-0.874231,0.425854,0.911807,190.740738,190.740738,0,0.965303,0.965407,0.000233,26.903669,26.965076,0.143224,153.431191,152.90892,0.380321,1.755477,1.56886,0.202605,0.167301,0.274286,0.135585,780.410997,777.127747,5.216463,159.847786,159.302826,0.411928,8.916377,8.96979,0.032231,783.905942,778.618896,5.096311,28.028823,28.092587,0.146965,813.047633,809.623169,5.458094,27.575377,25.384119,2.903987,25.644352,23.658375,2.747341,25.93934,24.539116,2.812615,0.640979,0.578629,0.124537,8.558444,8.609773,0.031007,26.370653,25.293003,2.399374,26.665641,26.173746,2.523109,3.48382,3.484639,0.000523,5.2251,5.2525,0.019058,89.347176,89.347176,0,6.340745,6.340745,0,-3.874725,-3.874725,0,0,0,0,563.245055,563.252258,0.005449,0.002213,0.002268,0.000109,423.023838,362.825684,42.210606,1.342042,1.345063,0.002543
84,TESTANMA_4242.LAB,6/3/2020,05:59.8,748.588906,746.742737,4.305966,26.825406,26.906759,0.123973,27.927758,29.451166,0.907886,0.655249,0.562537,0.102398,0.35599,0.304278,0.133278,-1.055702,-0.065829,0.982944,-1.862744,-1.085663,2.302296,3.972589,4.001726,0.027976,1.488627,1.779139,0.410358,8.270062,8.197647,0.105557,8.511946,8.584793,0.048896,151.675109,152.730347,0.675493,0.014987,0.014804,0.000264,1.456983,0.716911,0.845767,13.084846,13.642151,0.930484,2.26109,2.101068,0.116211,1.389876,1.55852,0.211834,-0.424623,-0.05577,2.055279,-0.008833,-0.339035,0.336642,0.98012,0.728824,0.410116,2.869564,2.468245,1.465114,-1.76785,-2.355684,0.836474,0.015015,0.016595,0.002945,-1.237606,-0.556937,0.580308,0.084247,0.028737,0.145365,0.865663,0.535013,0.928465,190.690068,190.730606,0.022662,0.964663,0.965175,0.000286,26.825406,26.906759,0.123973,151.675109,152.730347,0.675493,1.389876,1.55852,0.211834,0.35599,0.304278,0.133278,778.283876,776.117737,4.079352,157.950193,159.097244,0.740195,8.864079,8.942664,0.051857,779.558894,777.87146,4.475099,27.935152,28.028366,0.12626,810.482046,808.47052,4.1654,29.976499,27.23761,1.98678,28.447636,25.523235,1.947644,28.465302,26.201305,1.872003,0.655249,0.562537,0.102398,8.511946,8.584793,0.048896,28.835513,26.800289,1.437572,28.853178,27.478357,1.529717,3.48409,3.484428,0.000478,5.241027,5.252066,0.019345,89.347176,89.347176,0,6.340745,6.340745,0,-3.874725,-3.874725,0,0,0,0,563.249806,563.252563,0.005246,0.002168,0.002218,0.000076,385.586468,377.115906,32.608273,1.342971,1.345097,0.002506
85,TESTANMA_4243.LAB,6/3/2020,06:00.0,742.338682,745.951599,4.749491,26.807055,26.844006,0.03843,27.953712,29.067297,1.075249,0.566186,0.557243,0.101128,0.257036,0.284606,0.131087,-0.905618,-0.419888,0.877116,-1.754868,-1.895087,1.319462,3.991377,4.00477,0.025187,1.332099,1.681406,0.453852,8.208306,8.214617,0.097132,8.556005,8.569769,0.04218,150.705393,152.341339,1.13606,0.01577,0.014952,0.000513,2.157737,1.169409,0.899773,14.303252,13.905729,0.88339,1.812914,2.076834,0.162966,1.399538,1.559921,0.21048,-0.915235,0.09636,1.929695,-0.353686,-0.378566,0.321022,1.940295,0.877094,0.67259,3.869616,2.333423,1.240119,2.444973,-1.373451,2.291776,0.00978,0.014852,0.003948,-0.406566,-0.70346,0.347361,0.116281,0.036038,0.14943,2.605712,0.797455,1.305403,190.638992,190.710251,0.04548,0.964018,0.964918,0.000574,26.807055,26.844006,0.03843,150.705393,152.341339,1.13606,1.399538,1.559921,0.21048,0.257036,0.284606,0.131087,773.015353,775.129089,4.120456,156.971274,158.697174,1.21401,8.911734,8.927304,0.045906,773.200225,777.071838,4.956728,27.921489,27.963888,0.04461,805.152007,807.466003,4.25638,34.392308,29.115345,3.330121,32.852816,27.399429,3.43101,33.560188,28.156561,3.286784,0.566186,0.557243,0.101128,8.556005,8.569769,0.04218,33.623464,28.445673,3.135092,34.330836,29.202805,3.094996,3.484895,3.484421,0.00047,5.259502,5.251584,0.019066,89.347176,89.347176,0,6.340745,6.340745,0,-3.874725,-3.874725,0,0,0,0,563.25562,563.252747,0.005366,0.002276,0.002206,0.000055,328.817092,374.433502,36.513393,1.345221,1.344911,0.002442
86,TESTANMA_4244.LAB,6/3/2020,06:00.2,746.08485,747.038269,3.750113,26.844339,26.848028,0.036864,29.520851,28.927876,0.923192,0.43156,0.562157,0.092205,0.179028,0.225672,0.081794,-1.048206,-0.798105,0.539049,-4.213462,-2.759485,1.071027,4.03533,4.010673,0.028706,1.183706,1.447161,0.293103,8.148244,8.232912,0.062355,8.668575,8.581842,0.060566,152.263718,152.253525,1.117966,0.015296,0.015032,0.000533,1.677815,1.561315,0.394695,15.261466,14.002703,1.019079,1.218172,1.899837,0.414186,1.433755,1.55999,0.210428,-0.631746,0.428414,1.514049,0.094611,-0.244062,0.355642,1.880758,1.081187,0.807512,3.282123,2.426238,1.301314,1.925727,-0.312993,2.35893,0.010587,0.014476,0.004305,-0.039395,-0.564755,0.454576,0.093049,0.011479,0.119603,1.018907,0.741695,1.284479,190.638992,190.689896,0.050873,0.964018,0.964661,0.000643,26.844339,26.848028,0.036864,152.263718,152.253525,1.117966,1.433755,1.55999,0.210428,0.179028,0.225672,0.081794,776.211312,776.312622,3.110506,158.666318,158.615417,1.195821,9.033067,8.940431,0.065465,777.456019,778.251221,3.907583,27.9731,27.969803,0.043173,808.849319,808.748413,3.196545,33.979449,30.785797,3.23647,32.402319,29.069805,3.425988,32.213097,29.557934,3.207167,0.43156,0.562157,0.092205,8.668575,8.581842,0.060566,33.260865,29.955399,3.302773,33.071643,30.443523,3.167645,3.485116,3.484474,0.00054,5.229194,5.242435,0.015745,89.347176,89.347176,0,6.340745,6.340745,0,-3.874725,-3.874725,0,0,0,0,563.245881,563.250122,0.004794,0.002507,0.00228,0.000133,296.841858,363.979828,50.412552,1.342412,1.34378,0.001853
87,TESTANMA_4245.LAB,6/3/2020,06:00.4,753.826262,748.655579,4.678847,27.163753,26.908844,0.147046,27.088714,28.366364,1.034094,0.371982,0.533191,0.126414,0.046421,0.201155,0.114755,0.77223,-0.6746,0.813038,0.804751,-2.107813,1.941342,4.014219,4.00554,0.024104,1.502024,1.360793,0.134606,8.304657,8.248763,0.069619,8.751716,8.609337,0.098362,153.583964,152.331879,1.21013,0.01508,0.015103,0.000505,1.008754,1.545653,0.419023,15.657851,14.228699,1.261193,1.798017,1.835538,0.396118,1.515469,1.498823,0.151748,0.904234,0.262521,1.374264,0.418854,0.00069,0.287799,0.690987,1.146559,0.745824,1.631495,2.544223,1.16387,-0.168692,-0.088132,2.294875,0.016348,0.014339,0.004213,-0.401708,-0.569219,0.452405,0.000741,0.031477,0.103772,-1.540673,0.415076,1.647255,190.638992,190.66954,0.045524,0.964018,0.964404,0.000575,27.163753,26.908844,0.147046,153.583964,152.331879,1.21013,1.515469,1.498823,0.151748,0.046421,0.201155,0.114755,782.621509,778.108582,3.716143,160.00736,158.688568,1.282359,9.117703,8.968592,0.104011,785.351187,779.894409,4.917822,28.299804,28.031672,0.155556,815.350037,810.576233,3.915054,31.592374,31.503201,2.839248,29.925358,29.854496,2.966096,29.08765,29.853115,3.047192,0.371982,0.533191,0.126414,8.751716,8.609337,0.098362,31.081135,30.634327,3.059735,30.243427,30.632944,3.109681,3.484645,3.484513,0.000544,5.225469,5.236059,0.014609,89.347176,89.347176,0,6.340745,6.340745,0,-3.874725,-3.874725,0,0,0,0,563.24328,563.247925,0.004912,0.002701,0.002373,0.000225,288.295984,344.513062,58.159763,1.342411,1.343011,0.001279
88,TESTANMA_4246.LAB,6/3/2020,06:00.6,746.164365,747.400574,4.230348,27.153199,26.95875,0.182838,28.194314,28.13707,0.879575,0.332827,0.471561,0.135516,0.066209,0.180937,0.130092,2.251447,0.00283,1.474678,0.496096,-1.306046,2.041299,4.028351,4.008373,0.026122,1.134613,1.328214,0.169057,8.243951,8.235044,0.060002,8.607122,8.619073,0.094394,153.433324,152.332306,1.210612,0.014914,0.01521,0.000345,-0.171769,1.225904,0.884107,14.091611,14.479805,1.015697,2.117931,1.841625,0.40116,1.626312,1.47299,0.098938,0.721314,-0.069211,0.826294,-0.35261,-0.040333,0.326252,0.550971,1.208626,0.659503,1.092954,2.54915,1.156086,-2.691713,-0.051511,2.240096,0.009062,0.012158,0.003295,-0.407167,-0.498488,0.442498,0.171449,0.093153,0.061815,-0.370953,0.515731,1.561943,190.638992,190.6492,0.02284,0.964018,0.964147,0.000289,27.153199,26.95875,0.182838,153.433324,152.332306,1.210612,1.626312,1.47299,0.098938,0.066209,0.180937,0.130092,774.410519,776.908569,3.755417,159.874601,158.693939,1.288463,8.968456,8.979008,0.100005,777.487409,778.610718,4.421595,28.293034,28.084515,0.194377,806.917945,809.350281,3.907392,24.964253,30.980976,3.814832,23.175311,29.360687,3.900573,23.880531,29.441351,3.76324,0.332827,0.471561,0.135516,8.607122,8.619073,0.094394,24.039845,30.168163,3.926502,24.745065,30.248831,3.770622,3.484558,3.484661,0.000387,5.247178,5.240474,0.013781,89.347176,89.347176,0,6.340745,6.340745,0,-3.874725,-3.874725,0,0,0,0,563.249268,563.248779,0.004649,0.002374,0.002405,0.000207,335.30014,326.968323,38.445011,1.345386,1.34368,0.0015
89,TESTANMA_4247.LAB,6/3/2020,06:00.8,737.110908,745.10498,6.117605,26.881105,26.969891,0.174174,26.427909,27.837101,1.17496,0.585111,0.457533,0.113608,0.449229,0.199585,0.163778,0.216514,0.257273,1.35094,0.37474,-0.858549,2.131986,3.966016,4.007058,0.028436,1.205224,1.271533,0.14803,8.159674,8.212967,0.064066,8.444727,8.605629,0.115821,151.273265,152.251938,1.276683,0.014778,0.015168,0.000389,-0.235241,0.887459,1.076499,14.009839,14.664804,0.746726,2.127203,1.814847,0.369369,1.481288,1.491272,0.087527,-0.94083,-0.172453,0.909829,-0.473106,-0.133187,0.377145,-0.032484,1.006105,0.869316,3.069487,2.589135,1.173268,4.168435,1.135746,2.640376,-0.004671,0.008221,0.007762,0.360533,-0.178861,0.340599,0.29597,0.135498,0.108828,0.687085,0.480016,1.553962,190.669298,190.64505,0.013552,0.965549,0.964324,0.000685,26.881105,26.969891,0.174174,151.273265,152.251938,1.276683,1.481288,1.491272,0.087527,0.449229,0.199585,0.163778,767.061499,774.664062,5.619078,157.520591,158.608017,1.362649,8.793476,8.964888,0.122699,767.552118,776.209351,6.533826,27.99124,28.095734,0.184994,798.739498,807.00177,6.016659,22.889777,29.563629,5.30627,21.26036,27.923233,5.369082,22.206571,28.189606,5.005071,0.585111,0.457533,0.113608,8.444727,8.605629,0.115821,23.312514,29.063562,5.019784,24.258726,29.329937,4.652474,3.484864,3.484816,0.00022,5.25465,5.243199,0.015193,89.347176,89.347176,0,6.340745,6.340745,0,-3.874725,-3.874725,0,0,0,0,563.252067,563.249207,0.004879,0.002091,0.00239,0.000231,342.75553,318.40213,24.281303,1.346351,1.344356,0.001827
90,TESTANMA_4248.LAB,6/3/2020,06:01.0,738.078001,744.252808,6.851933,26.786842,26.965847,0.179064,30.448886,28.336136,1.66469,0.835859,0.511468,0.205187,0.448427,0.237863,0.199116,-0.682662,0.301865,1.305889,6.587014,0.809828,3.837222,3.972841,4.003351,0.031979,1.491742,1.303462,0.178451,8.095154,8.190335,0.08324,8.435828,8.581594,0.13887,152.57666,152.62619,0.939818,0.014795,0.014972,0.000217,-0.466087,0.362694,0.932335,14.086696,14.621492,0.778542,1.641672,1.780599,0.377444,1.01273,1.413911,0.235217,1.297734,0.270141,0.992652,-0.48153,-0.158756,0.399502,0.112258,0.640498,0.755108,-0.176531,1.779905,1.435379,5.933156,1.833383,3.418843,0.001556,0.006576,0.008207,0.526898,0.007832,0.428954,-0.025182,0.107205,0.131169,0.809267,0.120727,1.072797,190.740738,190.665405,0.044111,0.969159,0.965352,0.002229,26.786842,26.965847,0.179064,152.57666,152.62619,0.939818,1.01273,1.413911,0.235217,0.448427,0.237863,0.199116,764.688312,772.998596,7.232318,158.889069,158.991577,1.011393,8.784836,8.939507,0.147134,768.61389,775.292114,7.33473,27.895067,28.090448,0.191479,796.32516,805.236389,7.742525,21.228229,26.930817,5.570687,20.114226,25.375515,5.466571,21.077286,25.693027,4.763936,0.835859,0.511468,0.205187,8.435828,8.581594,0.13887,22.157035,26.770275,5.034993,23.120095,27.087793,4.330101,3.485463,3.484929,0.000368,5.267885,5.244875,0.017697,89.347176,89.347176,0,6.340745,6.340745,0,-3.874725,-3.874725,0,0,0,0,563.257201,563.249634,0.005421,0.001733,0.002281,0.000378,335.319191,319.702545,25.137556,1.349188,1.34515,0.002863
91,TESTANMA_4248.LAB,6/3/2020,06:01.2,746.275728,744.291138,6.865212,26.619439,26.920868,0.236313,26.959726,27.82391,1.601862,0.808919,0.58694,0.235595,0.265827,0.255223,0.196471,-2.741499,-0.036794,1.849818,-9.878514,-0.323182,5.947389,3.976772,3.99164,0.027788,1.706586,1.408038,0.234982,8.147743,8.190236,0.083303,8.522206,8.55232,0.131164,152.470742,152.667587,0.924288,0.015132,0.01494,0.000162,-1.730501,-0.318969,0.975397,12.26697,14.022593,1.200554,1.255427,1.78805,0.363682,0.912854,1.309731,0.32315,-0.383176,0.319855,0.941076,-1.431813,-0.464041,0.657437,1.043423,0.473031,0.437215,3.421866,1.807854,1.472814,-3.297932,0.788651,4.111523,0.001298,0.004719,0.008123,0.361279,0.087967,0.454585,-0.033309,0.081934,0.145921,0.485464,0.014038,0.983993,190.740738,190.685745,0.051698,0.969159,0.96638,0.002612,26.619439,26.920868,0.236313,152.470742,152.667587,0.924288,0.912854,1.309731,0.32315,0.265827,0.255223,0.196471,776.317033,773.019714,7.244202,158.785271,159.015381,1.003194,8.875151,8.907924,0.138739,777.182508,775.237427,7.315552,27.721875,28.040203,0.253037,808.467966,805.160156,7.699798,14.65852,23.066631,6.131814,13.654381,21.625927,5.857593,16.518008,22.554008,4.560232,0.808919,0.58694,0.235595,8.522206,8.55232,0.131164,15.137536,23.145613,5.676852,18.001163,24.073696,4.368511,3.48496,3.484898,0.000355,5.249954,5.249027,0.015383,89.347176,89.347176,0,6.340745,6.340745,0,-3.874725,-3.874725,0,0,0,0,563.251199,563.25061,0.005035,0.002997,0.002379,0.000496,232.932439,306.920654,46.682823,1.351493,1.346966,0.003502
92,TESTANMA_4249.LAB,6/3/2020,06:01.4,738.199558,741.16571,4.63337,26.768655,26.841848,0.197693,24.320704,27.270306,2.261825,0.316529,0.575849,0.249158,0.309215,0.307782,0.158041,1.251457,0.059051,1.913534,2.14785,-0.054563,6.040669,4.019009,3.992598,0.028824,1.623447,1.432322,0.252727,8.193527,8.16801,0.055241,8.510258,8.504028,0.06922,149.137146,151.778229,1.664835,0.015412,0.015006,0.000268,-0.34655,-0.59003,0.647328,14.680799,13.827184,0.912902,1.802987,1.789044,0.363723,1.037017,1.21404,0.317791,2.09755,0.558519,1.232517,-0.469566,-0.641725,0.444849,0.683677,0.471569,0.436316,1.694616,1.820478,1.471194,3.700954,1.56258,4.248195,0.007042,0.002857,0.005404,-0.658065,0.036696,0.531561,-0.196387,0.042508,0.192529,0.984203,0.519013,0.529637,190.740738,190.706085,0.048624,0.969159,0.967409,0.002457,26.768655,26.841848,0.197693,149.137146,151.778229,1.664835,1.037017,1.21404,0.317791,0.309215,0.307782,0.158041,766.662829,769.828064,5.176752,155.381732,158.090256,1.729573,8.866607,8.857706,0.074304,769.109617,771.989136,4.913582,27.88955,27.958155,0.210804,798.764619,801.843079,5.458941,24.099497,21.568056,4.109332,22.958779,20.232611,3.886993,23.897911,21.516062,3.037836,0.316529,0.575849,0.249158,8.510258,8.504028,0.06922,23.582618,21.645908,3.704036,24.52175,22.929359,2.825031,3.484956,3.48496,0.000326,5.249836,5.253901,0.008267,89.347176,89.347176,0,6.340745,6.340745,0,-3.874725,-3.874725,0,0,0,0,563.25116,563.252197,0.002987,0.003005,0.00244,0.00056,232.255768,295.712616,57.699677,1.351508,1.348785,0.002846
